Id,Reputation,CreationDate,Views,UpVotes,DownVotes
40979,101,2014-02-27 01:38:10,1,0,0
40980,1,2014-02-27 02:15:39,0,0,0
40981,101,2014-02-27 03:09:32,0,0,0
40982,101,2014-02-27 03:24:38,0,1,0
40983,11,2014-02-27 05:44:34,0,0,0
40984,13,2014-02-27 05:46:27,0,0,0
40985,1,2014-02-27 05:56:40,1,0,0
40986,1,2014-02-27 06:24:38,0,0,0
40987,13,2014-02-27 06:34:23,0,0,0
40988,1,2014-02-27 07:06:53,0,0,0
40989,1,2014-02-27 07:25:49,0,0,0
40990,1,2014-02-27 07:56:37,0,0,0
40991,1,2014-02-27 08:37:23,0,0,0
40992,33,2014-02-27 09:13:55,0,1,0
40993,1,2014-02-27 09:17:00,0,0,0
40994,1,2014-02-27 09:24:02,0,0,0
40995,1,2014-02-27 09:24:21,0,0,0
40996,101,2014-02-27 10:09:15,0,1,0
40997,101,2014-02-27 11:01:03,1,0,0
40998,11,2014-02-27 11:15:03,5,0,0
40999,36,2014-02-27 12:06:07,0,0,0
41000,11,2014-02-27 12:07:33,2,0,0
41001,1,2014-02-27 12:12:50,0,0,0
41002,8,2014-02-27 12:34:25,1,0,0
41003,108,2014-02-27 12:35:09,2,1,0
41005,1,2014-02-27 13:10:44,0,0,0
41006,101,2014-02-27 13:25:31,0,7,0
41007,1,2014-02-27 13:41:03,1,0,0
41008,101,2014-02-27 13:42:00,0,1,0
41009,101,2014-02-27 14:01:59,0,1,0
41010,101,2014-02-27 14:05:58,0,0,0
41011,141,2014-02-27 14:13:08,1,3,0
41012,16,2014-02-27 14:31:17,2,0,0
41013,1,2014-02-27 14:52:09,0,0,0
41014,1,2014-02-27 14:56:22,0,0,0
41015,19,2014-02-27 15:24:59,8,3,0
41016,1,2014-02-27 15:33:02,0,0,0
41017,11,2014-02-27 15:39:07,0,0,0
41018,101,2014-02-27 16:31:39,0,0,0
41019,1,2014-02-27 16:40:13,0,0,0
41020,1,2014-02-27 17:11:32,1,0,0
41023,6,2014-02-27 17:26:22,2,0,0
41024,101,2014-02-27 17:40:18,0,1,0
41026,101,2014-02-27 17:55:38,0,0,0
41027,6,2014-02-27 18:20:19,0,0,0
41028,1,2014-02-27 18:41:18,0,0,0
41029,1,2014-02-27 18:50:35,0,0,0
41030,101,2014-02-27 19:00:21,0,1,0
41031,1,2014-02-27 19:18:37,0,0,0
41032,101,2014-02-27 19:25:22,0,0,0
41033,28,2014-02-27 19:43:04,3,2,0
41034,1,2014-02-27 19:45:31,0,0,0
41035,101,2014-02-27 19:56:20,0,0,0
41036,20,2014-02-27 20:18:57,5,0,0
41037,1,2014-02-27 20:37:29,0,0,0
41038,101,2014-02-27 20:44:17,0,0,0
41040,101,2014-02-27 21:03:14,0,0,0
41041,11,2014-02-27 21:24:41,0,0,0
41042,1,2014-02-27 22:07:13,4,0,0
41043,16,2014-02-27 22:12:39,0,0,0
41044,21,2014-02-27 22:50:40,2,0,0
41045,11,2014-02-27 22:51:23,0,0,0
41046,8,2014-02-27 23:20:46,0,0,0
41047,43,2014-02-28 00:03:13,4,1,0
41048,1,2014-02-28 00:29:28,0,0,0
41050,1,2014-02-28 01:25:52,0,0,0
41052,106,2014-02-28 01:56:12,1,2,0
41053,103,2014-02-28 02:19:53,4,3,0
41054,1,2014-02-28 02:32:00,1,0,0
41055,1,2014-02-28 02:42:47,0,0,0
41056,1,2014-02-28 04:10:12,0,0,0
41057,101,2014-02-28 04:27:04,0,0,0
41058,3,2014-02-28 04:34:05,0,0,0
41059,1,2014-02-28 04:37:55,0,0,0
41061,1,2014-02-28 05:17:02,0,0,0
41062,101,2014-02-28 05:36:27,0,0,0
41063,101,2014-02-28 06:11:26,0,0,0
41064,101,2014-02-28 07:08:26,0,0,0
41065,1,2014-02-28 07:28:38,2,0,0
41066,101,2014-02-28 07:37:48,0,1,0
41067,11,2014-02-28 07:54:56,0,0,0
41068,1,2014-02-28 07:56:33,0,0,0
41069,1,2014-02-28 07:57:27,0,0,0
41070,1,2014-02-28 08:15:19,0,0,0
41071,1,2014-02-28 08:22:04,0,0,0
41072,6,2014-02-28 08:30:02,2,0,0
41073,1,2014-02-28 08:45:33,1,0,0
41074,106,2014-02-28 08:58:01,3,0,0
41075,101,2014-02-28 09:03:33,0,2,0
41076,101,2014-02-28 09:13:23,0,0,0
41077,1,2014-02-28 09:31:57,0,0,0
41078,101,2014-02-28 09:37:39,0,0,0
41079,143,2014-02-28 09:42:53,5,1,0
41080,101,2014-02-28 09:47:20,0,0,0
41081,101,2014-02-28 10:23:16,1,1,0
41083,101,2014-02-28 10:51:48,0,3,0
41084,1,2014-02-28 10:56:51,0,0,0
41086,101,2014-02-28 11:02:09,0,1,0
41087,108,2014-02-28 11:10:12,1,1,0
41088,1,2014-02-28 11:11:00,0,0,0
41089,11,2014-02-28 11:16:48,0,0,0
41090,101,2014-02-28 11:37:20,0,1,0
41091,118,2014-02-28 11:37:53,5,2,0
41092,101,2014-02-28 11:48:52,0,1,0
41093,101,2014-02-28 12:08:18,0,0,0
41094,1,2014-02-28 12:28:38,0,0,0
41095,1,2014-02-28 12:59:24,0,0,0
41096,1,2014-02-28 13:07:57,0,0,0
41097,101,2014-02-28 13:13:15,1,2,0
41098,6,2014-02-28 13:22:07,0,0,0
41099,101,2014-02-28 13:30:31,0,0,0
41100,6,2014-02-28 13:37:22,1,0,0
41101,1,2014-02-28 14:02:12,0,0,0
41102,111,2014-02-28 14:14:14,1,3,0
41103,101,2014-02-28 14:22:30,0,2,0
41104,101,2014-02-28 14:39:16,0,0,0
41105,6,2014-02-28 14:47:56,0,0,0
41106,131,2014-02-28 15:00:46,5,0,0
41107,1,2014-02-28 15:12:10,1,0,0
41108,101,2014-02-28 15:16:22,1,0,0
41109,1,2014-02-28 15:41:31,0,0,0
41110,21,2014-02-28 15:51:00,3,0,0
41111,101,2014-02-28 15:59:54,0,0,0
41112,1,2014-02-28 16:00:19,0,0,0
41114,1,2014-02-28 16:32:49,0,0,0
41115,101,2014-02-28 16:48:24,0,0,0
41116,121,2014-02-28 16:49:13,2,1,0
41117,1,2014-02-28 16:51:10,0,0,0
41118,101,2014-02-28 16:58:57,0,0,0
41119,1,2014-02-28 17:01:45,0,0,0
41120,1,2014-02-28 17:03:20,0,0,0
41122,11,2014-02-28 17:06:14,3,0,0
41123,1,2014-02-28 17:06:47,0,0,0
41124,101,2014-02-28 17:17:38,3,0,0
41125,101,2014-02-28 17:17:58,1,0,0
41126,1,2014-02-28 17:25:08,0,0,0
41127,101,2014-02-28 17:57:11,0,4,0
41128,1,2014-02-28 18:02:02,0,0,0
41129,1,2014-02-28 19:01:56,0,0,0
41130,6,2014-02-28 19:39:45,1,0,0
41131,1,2014-02-28 19:51:06,0,0,0
41132,101,2014-02-28 20:05:14,0,0,0
41134,1,2014-02-28 20:38:36,0,0,0
41135,1,2014-02-28 21:08:56,0,0,0
41136,1,2014-02-28 21:56:26,0,0,0
41137,101,2014-02-28 22:24:17,0,0,0
41138,121,2014-02-28 22:37:33,7,0,0
41139,1,2014-02-28 22:52:52,0,0,0
41140,3,2014-02-28 23:20:36,4,0,0
41142,1,2014-03-01 01:14:45,0,0,0
41144,106,2014-03-01 02:59:00,2,0,0
41145,101,2014-03-01 03:17:37,0,6,0
41146,31,2014-03-01 04:10:45,2,5,0
41148,1,2014-03-01 05:29:28,0,0,0
41149,101,2014-03-01 05:38:21,0,4,0
41150,116,2014-03-01 05:52:58,4,2,0
41151,1,2014-03-01 05:56:38,0,0,0
41152,101,2014-03-01 06:31:17,0,0,0
41153,1,2014-03-01 06:41:01,0,0,0
41155,101,2014-03-01 09:02:05,0,0,0
41156,23,2014-03-01 09:13:33,3,1,0
41157,6,2014-03-01 09:19:18,7,0,0
41158,1,2014-03-01 10:22:47,0,0,0
41160,1,2014-03-01 10:51:28,0,0,0
41161,1,2014-03-01 12:06:20,0,0,0
41162,101,2014-03-01 12:40:24,0,0,0
41163,6,2014-03-01 14:25:44,3,0,0
41164,123,2014-03-01 14:46:40,4,2,0
41165,16,2014-03-01 15:27:55,0,0,0
41166,101,2014-03-01 16:03:56,0,0,0
41167,101,2014-03-01 16:07:59,0,0,0
41168,1,2014-03-01 16:13:32,1,0,0
41169,6,2014-03-01 16:46:53,2,0,0
41171,11,2014-03-01 18:37:16,2,0,0
41172,4,2014-03-01 18:49:04,3,0,0
41173,18,2014-03-01 19:40:32,0,1,0
41174,6,2014-03-01 19:50:17,0,0,0
41175,11,2014-03-01 20:04:18,0,0,0
41176,1,2014-03-01 20:23:00,0,0,0
41177,101,2014-03-01 20:41:53,0,0,0
41178,6,2014-03-01 20:50:08,0,0,0
41179,101,2014-03-01 21:05:35,0,1,0
41181,23,2014-03-01 22:38:59,5,0,0
41182,101,2014-03-02 00:23:02,0,1,0
41183,101,2014-03-02 03:15:54,0,0,0
41184,1,2014-03-02 04:01:08,0,0,0
41185,1,2014-03-02 04:22:18,10,0,0
41186,6,2014-03-02 04:45:15,0,0,0
41187,1,2014-03-02 05:35:46,0,0,0
41188,1,2014-03-02 06:38:16,0,0,0
41189,16,2014-03-02 07:11:53,1,0,0
41190,101,2014-03-02 07:12:49,0,2,0
41191,1,2014-03-02 07:54:53,4,0,0
41192,1,2014-03-02 10:01:22,2,0,0
41193,1,2014-03-02 13:57:55,0,0,0
41194,1,2014-03-02 14:05:07,0,0,0
41195,1,2014-03-02 14:29:11,0,0,0
41196,1,2014-03-02 15:36:51,3,0,0
41197,58,2014-03-02 16:00:24,0,1,0
41198,6,2014-03-02 16:12:03,0,0,0
41199,1,2014-03-02 16:30:15,1,0,0
41200,1,2014-03-02 16:32:14,0,0,0
41201,1,2014-03-02 16:41:22,0,0,0
41202,1,2014-03-02 16:48:01,0,0,0
41203,11,2014-03-02 17:21:51,14,0,0
41204,1,2014-03-02 17:24:56,0,0,0
41205,108,2014-03-02 18:57:43,1,2,0
41206,123,2014-03-02 19:24:14,2,2,0
41207,23,2014-03-02 19:50:30,8,0,0
41208,1,2014-03-02 20:08:49,0,0,0
41209,31,2014-03-02 20:23:47,2,0,0
41210,1,2014-03-02 20:49:06,0,0,0
41211,34,2014-03-02 20:49:45,2,1,0
41212,101,2014-03-02 22:56:42,0,3,0
41213,1,2014-03-02 23:12:33,0,0,0
41214,18,2014-03-03 00:12:00,0,0,0
41215,6,2014-03-03 00:13:47,0,0,0
41216,1,2014-03-03 00:18:04,1,0,0
41217,1,2014-03-03 00:20:57,0,0,0
41218,3,2014-03-03 00:31:21,1,0,0
41219,101,2014-03-03 01:06:44,0,3,0
41220,101,2014-03-03 01:21:29,0,6,0
41221,101,2014-03-03 01:51:00,0,0,0
41222,6,2014-03-03 02:18:24,0,0,0
41223,1,2014-03-03 02:47:37,0,0,0
41224,3,2014-03-03 03:16:59,0,0,0
41225,1,2014-03-03 03:44:14,1,0,0
41226,1,2014-03-03 03:45:35,0,0,0
41227,1,2014-03-03 04:18:50,0,0,0
41228,1,2014-03-03 04:38:19,0,0,0
41230,101,2014-03-03 05:17:42,0,1,0
41232,6,2014-03-03 05:59:47,0,0,0
41233,1,2014-03-03 06:19:29,0,0,0
41234,101,2014-03-03 06:33:41,1,0,0
41235,1,2014-03-03 06:36:27,1,0,0
41238,176,2014-03-03 10:16:24,6,0,0
41239,101,2014-03-03 10:37:49,0,0,0
41240,6,2014-03-03 12:12:34,1,0,0
41242,11,2014-03-03 12:23:53,9,0,0
41243,1,2014-03-03 12:37:55,0,0,0
41244,1,2014-03-03 13:16:00,0,0,0
41245,11,2014-03-03 13:38:17,0,0,0
41246,101,2014-03-03 14:17:19,0,1,0
41247,1,2014-03-03 14:29:13,0,0,0
41248,101,2014-03-03 14:47:44,0,0,0
41249,6,2014-03-03 14:50:13,0,0,0
41250,11,2014-03-03 14:51:47,0,0,0
41251,101,2014-03-03 15:12:59,1,0,0
41252,1,2014-03-03 16:19:02,0,0,0
41253,1,2014-03-03 16:21:54,0,0,0
41254,9,2014-03-03 16:50:54,0,0,0
41256,16,2014-03-03 17:05:03,2,0,0
41257,6,2014-03-03 17:05:22,4,0,0
41258,1,2014-03-03 17:08:29,0,0,0
41259,16,2014-03-03 17:44:57,0,1,0
41260,1223,2014-03-03 17:55:18,42,18,0
41261,101,2014-03-03 18:20:16,0,0,0
41262,1,2014-03-03 18:33:44,0,0,0
41263,6,2014-03-03 18:37:29,0,0,0
41264,6,2014-03-03 18:43:11,0,0,0
41265,1,2014-03-03 20:03:54,1,0,0
41266,101,2014-03-03 20:32:00,0,0,0
41267,65,2014-03-03 20:59:17,8,4,0
41268,33,2014-03-03 21:04:43,7,9,0
41269,1,2014-03-03 21:05:44,0,0,0
41270,55,2014-03-03 21:51:22,6,0,0
41272,21,2014-03-03 22:09:48,3,2,0
41273,1,2014-03-03 22:15:47,0,0,0
41274,1,2014-03-03 23:23:38,0,0,0
41275,1,2014-03-03 23:51:37,0,0,0
41276,1,2014-03-04 00:14:37,0,0,0
41277,106,2014-03-04 00:16:31,5,0,0
41278,1,2014-03-04 01:11:48,0,0,0
41279,1,2014-03-04 03:26:24,0,0,0
41280,1,2014-03-04 03:49:52,0,0,0
41281,18,2014-03-04 04:34:41,2,3,0
41283,1,2014-03-04 06:51:56,0,0,0
41284,101,2014-03-04 07:53:59,1,4,0
41285,1,2014-03-04 08:01:48,0,0,0
41286,101,2014-03-04 08:26:13,0,1,0
41287,111,2014-03-04 08:28:10,5,1,0
41288,1,2014-03-04 10:15:04,0,0,0
41289,1,2014-03-04 10:19:36,0,0,0
41290,101,2014-03-04 10:46:20,0,0,0
41291,1,2014-03-04 12:23:28,0,0,0
41292,1,2014-03-04 12:29:38,0,0,0
41293,101,2014-03-04 13:20:12,0,0,0
41294,6,2014-03-04 13:25:28,2,0,0
41295,11,2014-03-04 13:47:06,2,0,0
41296,18,2014-03-04 14:09:21,0,2,0
41297,1,2014-03-04 14:18:48,0,0,0
41298,1,2014-03-04 14:31:51,0,0,0
41299,1,2014-03-04 14:42:52,0,0,0
41300,1,2014-03-04 15:02:16,0,0,0
41301,4,2014-03-04 15:14:26,2,0,0
41302,1,2014-03-04 15:42:28,1,0,0
41303,1,2014-03-04 16:03:51,0,0,0
41304,28,2014-03-04 16:06:23,0,0,0
41305,1,2014-03-04 16:13:36,0,0,0
41306,6,2014-03-04 16:16:00,1,0,0
41307,116,2014-03-04 16:24:07,9,20,0
41308,1,2014-03-04 16:26:19,0,0,0
41309,18,2014-03-04 16:27:58,3,0,0
41311,6,2014-03-04 16:33:16,0,0,0
41312,11,2014-03-04 16:43:25,1,0,0
41313,1,2014-03-04 17:01:36,1,0,0
41314,1,2014-03-04 17:14:07,0,0,0
41315,51,2014-03-04 17:24:11,3,0,0
41316,81,2014-03-04 17:28:39,4,5,0
41317,111,2014-03-04 17:52:50,4,5,0
41319,4,2014-03-04 18:42:58,1,0,0
41320,1,2014-03-04 18:57:28,1,0,0
41321,1,2014-03-04 19:03:37,0,0,0
41322,1,2014-03-04 19:16:02,0,0,0
41323,113,2014-03-04 19:47:57,1,1,0
41324,1,2014-03-04 19:50:37,0,0,0
41325,1,2014-03-04 19:58:14,0,0,0
41326,101,2014-03-04 20:37:41,0,8,0
41327,8,2014-03-04 20:54:27,0,0,0
41328,1,2014-03-04 20:54:32,0,0,0
41329,21,2014-03-04 20:58:19,0,0,0
41330,11,2014-03-04 21:53:29,1,0,0
41331,101,2014-03-04 22:18:01,0,0,0
41332,6,2014-03-04 22:46:19,0,0,0
41333,101,2014-03-04 22:47:33,0,0,0
41334,1,2014-03-04 23:15:25,0,0,0
41335,11,2014-03-04 23:41:17,1,0,0
41336,101,2014-03-05 00:15:02,9,0,0
41338,1,2014-03-05 00:55:01,0,0,0
41339,1,2014-03-05 00:55:34,0,0,0
41341,1,2014-03-05 01:30:18,0,0,0
41342,21,2014-03-05 02:20:15,0,0,0
41344,6,2014-03-05 03:01:45,0,0,0
41346,11,2014-03-05 04:44:43,5,0,0
41347,101,2014-03-05 05:12:51,0,0,0
41348,101,2014-03-05 05:29:28,0,0,0
41349,1,2014-03-05 05:41:06,0,0,0
41350,1,2014-03-05 06:28:17,0,0,0
41351,101,2014-03-05 06:42:48,0,0,0
41352,1,2014-03-05 06:50:16,0,0,0
41353,1,2014-03-05 06:52:08,0,0,0
41354,6,2014-03-05 08:27:52,3,0,0
41355,101,2014-03-05 08:34:32,0,0,0
41356,1,2014-03-05 08:42:48,0,0,0
41358,18,2014-03-05 09:12:57,1,0,0
41359,103,2014-03-05 10:03:42,2,3,0
41360,1,2014-03-05 10:06:59,0,0,0
41361,1,2014-03-05 10:37:39,0,0,0
41362,1,2014-03-05 10:40:06,0,0,0
41363,1,2014-03-05 11:14:15,0,0,0
41364,1,2014-03-05 11:31:17,1,0,0
41365,1,2014-03-05 11:31:20,1,0,0
41366,1,2014-03-05 11:34:49,0,0,0
41367,40,2014-03-05 12:38:56,0,4,0
41368,1,2014-03-05 12:47:48,0,0,0
41369,101,2014-03-05 13:12:34,0,0,0
41370,106,2014-03-05 13:40:34,0,0,0
41371,101,2014-03-05 13:44:08,0,0,0
41372,1,2014-03-05 15:01:17,1,0,0
41373,101,2014-03-05 15:02:17,1,0,0
41374,1,2014-03-05 15:58:01,0,0,0
41375,1,2014-03-05 16:05:43,3,0,0
41376,1,2014-03-05 16:08:21,0,0,0
41377,1,2014-03-05 16:36:05,0,0,0
41378,31,2014-03-05 16:42:17,3,0,0
41379,1,2014-03-05 16:56:59,0,0,0
41380,71,2014-03-05 17:12:59,2,1,0
41381,1,2014-03-05 17:41:08,0,0,0
41382,11,2014-03-05 17:54:20,3,0,0
41384,33,2014-03-05 19:24:36,1,85,0
41385,11,2014-03-05 19:24:43,0,0,0
41386,50,2014-03-05 19:32:33,6,0,0
41387,1,2014-03-05 19:50:15,0,0,0
41388,1,2014-03-05 20:02:25,0,0,0
41389,323,2014-03-05 20:40:19,22,56,0
41390,6,2014-03-05 20:42:55,1,0,0
41391,11,2014-03-05 20:58:01,0,0,0
41392,101,2014-03-05 21:11:48,0,1,0
41393,1,2014-03-05 21:35:41,0,0,0
41394,23,2014-03-05 21:40:23,0,1,0
41395,21,2014-03-05 22:03:50,6,0,0
41396,1,2014-03-05 22:39:29,1,0,0
41397,1,2014-03-05 22:40:47,0,0,0
41398,101,2014-03-05 22:49:44,0,0,0
41399,1,2014-03-05 22:52:25,1,0,0
41400,1,2014-03-05 23:10:19,0,0,0
41401,103,2014-03-05 23:30:25,3,0,0
41402,101,2014-03-05 23:34:02,0,0,0
41403,18,2014-03-06 00:22:37,6,2,0
41404,16,2014-03-06 00:26:02,1,0,0
41405,1,2014-03-06 00:41:05,0,0,0
41406,1,2014-03-06 01:02:15,0,0,0
41408,11,2014-03-06 01:45:50,0,0,0
41409,6,2014-03-06 01:59:47,0,0,0
41410,1,2014-03-06 03:31:18,0,0,0
41411,1,2014-03-06 04:19:38,0,0,0
41412,6,2014-03-06 04:34:48,0,0,0
41413,11,2014-03-06 05:05:29,0,0,0
41414,31,2014-03-06 05:49:13,1,0,0
41415,11,2014-03-06 06:08:26,0,0,0
41416,101,2014-03-06 07:24:17,0,0,0
41418,1,2014-03-06 09:16:41,0,0,0
41419,1,2014-03-06 09:53:19,0,0,0
41420,1,2014-03-06 10:37:22,1,0,0
41421,16,2014-03-06 11:05:24,1,0,0
41422,116,2014-03-06 11:11:48,1,2,0
41424,1,2014-03-06 12:40:35,0,0,0
41425,1,2014-03-06 13:02:22,1,0,0
41426,40,2014-03-06 13:08:30,19,2,0
41427,1,2014-03-06 13:29:44,1,0,0
41428,101,2014-03-06 13:40:14,0,0,0
41429,183,2014-03-06 13:45:04,4,7,1
41430,21,2014-03-06 14:06:24,0,0,0
41431,54,2014-03-06 14:09:12,6,5,0
41432,1,2014-03-06 15:06:17,0,0,0
41434,1,2014-03-06 15:31:25,0,0,0
41435,1,2014-03-06 15:40:14,0,0,0
41436,1,2014-03-06 15:49:19,2,0,0
41437,6,2014-03-06 15:53:13,0,0,0
41438,101,2014-03-06 16:11:02,0,2,0
41439,101,2014-03-06 16:17:36,0,1,0
41440,1,2014-03-06 16:31:45,0,0,0
41442,106,2014-03-06 17:36:56,0,6,0
41443,1,2014-03-06 17:55:22,1,0,0
41444,1,2014-03-06 18:22:51,1,0,0
41445,1,2014-03-06 18:36:27,0,0,0
41446,1,2014-03-06 19:18:11,0,0,0
41447,1,2014-03-06 19:26:27,0,0,0
41448,1,2014-03-06 19:36:01,0,0,0
41449,1,2014-03-06 19:51:43,0,0,0
41450,113,2014-03-06 20:06:17,1,2,0
41451,1,2014-03-06 20:06:51,1,0,0
41452,16,2014-03-06 20:17:12,0,0,0
41453,6,2014-03-06 21:10:15,3,0,0
41454,1,2014-03-06 21:27:33,2,0,0
41455,1,2014-03-06 21:31:57,0,0,0
41456,1,2014-03-06 22:11:14,0,0,0
41457,1,2014-03-06 22:34:40,0,0,0
41458,1,2014-03-06 22:58:31,0,0,0
41459,16,2014-03-06 23:01:17,0,0,0
41460,6,2014-03-06 23:04:05,0,0,0
41461,6,2014-03-06 23:19:45,1,0,0
41462,6,2014-03-06 23:22:39,8,0,0
41463,1,2014-03-06 23:43:08,0,0,0
41464,1,2014-03-07 00:07:53,0,0,0
41465,101,2014-03-07 00:12:10,0,0,0
41466,1,2014-03-07 00:49:03,0,0,0
41467,1,2014-03-07 00:51:41,0,0,0
41468,1,2014-03-07 00:56:57,0,0,0
41469,1,2014-03-07 01:26:16,0,0,0
41470,1,2014-03-07 01:40:39,0,0,0
41471,6,2014-03-07 02:21:54,0,0,0
41472,61,2014-03-07 02:42:11,2,0,0
41473,16,2014-03-07 03:01:53,0,0,0
41474,11,2014-03-07 04:27:42,0,0,0
41475,101,2014-03-07 04:28:21,0,0,0
41476,1,2014-03-07 04:44:21,0,0,0
41477,1,2014-03-07 05:25:36,0,0,0
41479,1,2014-03-07 05:47:43,0,0,0
41480,136,2014-03-07 05:57:01,8,4,0
41481,16,2014-03-07 06:15:22,3,1,0
41482,1,2014-03-07 06:35:15,0,0,0
41483,1,2014-03-07 06:46:20,0,0,0
41485,101,2014-03-07 08:42:13,1,2,0
41486,1,2014-03-07 08:50:13,0,0,0
41488,6,2014-03-07 09:30:34,5,0,0
41489,101,2014-03-07 10:22:17,0,0,0
41490,1,2014-03-07 10:53:56,0,0,0
41491,6,2014-03-07 10:57:57,1,0,0
41492,26,2014-03-07 11:11:42,3,0,0
41493,11,2014-03-07 11:16:11,3,0,0
41494,1,2014-03-07 11:46:31,0,0,0
41495,1,2014-03-07 12:05:27,2,0,0
41496,1,2014-03-07 12:30:37,3,0,0
41497,1,2014-03-07 12:36:33,1,0,0
41498,1,2014-03-07 12:52:23,0,0,0
41499,18,2014-03-07 12:52:29,4,11,0
41500,3,2014-03-07 13:01:35,1,0,0
41501,26,2014-03-07 13:51:11,1,0,0
41502,27,2014-03-07 14:23:52,4,0,0
41503,101,2014-03-07 14:51:47,0,0,0
41504,1,2014-03-07 14:51:48,0,0,0
41506,101,2014-03-07 15:08:22,0,0,0
41507,8,2014-03-07 16:11:19,3,0,0
41508,1,2014-03-07 16:16:54,0,0,0
41509,1,2014-03-07 16:29:39,2,0,0
41510,23,2014-03-07 17:19:55,8,1,0
41511,1,2014-03-07 17:23:52,0,0,0
41512,11,2014-03-07 18:23:24,1,0,0
41513,111,2014-03-07 18:30:12,4,0,0
41514,1,2014-03-07 19:02:27,0,0,0
41515,1,2014-03-07 19:21:59,0,0,0
41516,101,2014-03-07 19:22:57,0,0,0
41517,6,2014-03-07 19:24:09,2,0,0
41518,1,2014-03-07 19:25:37,0,0,0
41519,28,2014-03-07 19:53:05,1,1,0
41521,1,2014-03-07 20:15:04,0,0,0
41522,106,2014-03-07 20:16:00,2,0,0
41523,6,2014-03-07 20:35:18,0,0,0
41524,1,2014-03-07 21:34:09,1,0,0
41525,11,2014-03-07 21:34:56,0,0,0
41526,1,2014-03-07 21:46:47,0,0,0
41527,8,2014-03-07 21:52:15,0,0,0
41528,1,2014-03-07 22:32:51,2,0,0
41529,1,2014-03-07 22:43:13,0,0,0
41530,1,2014-03-07 23:43:30,0,0,0
41531,101,2014-03-07 23:49:44,0,0,0
41532,6,2014-03-07 23:54:46,2,0,0
41533,21,2014-03-08 00:21:05,1,0,0
41534,1,2014-03-08 00:29:41,1,0,0
41535,11,2014-03-08 00:50:47,2,0,0
41536,15,2014-03-08 02:25:18,1,1,0
41537,1,2014-03-08 02:28:54,0,0,0
41538,1,2014-03-08 03:23:03,0,0,0
41539,1,2014-03-08 03:59:04,0,0,0
41540,6,2014-03-08 04:13:57,2,0,0
41541,1,2014-03-08 07:23:36,2,0,0
41542,6,2014-03-08 08:00:04,0,0,0
41543,1,2014-03-08 08:14:31,2,0,0
41544,1,2014-03-08 09:43:12,2,0,0
41545,1,2014-03-08 09:55:39,0,0,0
41546,1,2014-03-08 10:12:00,0,0,0
41547,1,2014-03-08 12:11:47,0,0,0
41548,1,2014-03-08 12:45:19,1,0,0
41549,1,2014-03-08 13:53:22,1,0,0
41550,1,2014-03-08 14:45:51,0,0,0
41551,1,2014-03-08 15:16:00,0,0,0
41552,101,2014-03-08 16:03:45,0,3,0
41553,101,2014-03-08 16:51:08,0,4,0
41554,1,2014-03-08 17:16:41,0,0,0
41555,1,2014-03-08 17:27:21,0,0,0
41556,1,2014-03-08 17:43:20,0,0,0
41557,46,2014-03-08 18:21:52,3,0,0
41558,111,2014-03-08 18:33:22,3,0,0
41559,1,2014-03-08 19:09:25,1,0,0
41560,6,2014-03-08 19:22:45,0,0,0
41561,8,2014-03-08 20:06:32,2,0,0
41562,1,2014-03-08 20:09:57,0,0,0
41564,103,2014-03-08 21:58:29,5,2,0
41565,11,2014-03-08 22:23:37,0,0,0
41566,101,2014-03-08 22:58:17,0,0,0
41567,101,2014-03-08 23:15:42,2,0,0
41568,1,2014-03-09 00:10:24,0,0,0
41569,1,2014-03-09 00:18:24,11,0,0
41570,1,2014-03-09 01:38:50,0,0,0
41571,1,2014-03-09 02:58:34,2,0,0
41572,1,2014-03-09 04:37:04,0,0,0
41573,101,2014-03-09 04:57:19,0,1,0
41574,1,2014-03-09 05:27:53,2,0,0
41576,1,2014-03-09 06:42:18,0,0,0
41577,1,2014-03-09 07:04:06,0,0,0
41578,1,2014-03-09 09:20:44,0,0,0
41579,6,2014-03-09 09:27:49,0,0,0
41580,1,2014-03-09 10:13:56,2,0,0
41581,6,2014-03-09 10:55:34,4,0,0
41582,1,2014-03-09 11:20:56,0,0,0
41583,8,2014-03-09 12:25:33,0,0,0
41584,1,2014-03-09 13:01:39,0,0,0
41585,108,2014-03-09 14:22:19,0,2,0
41586,1,2014-03-09 14:59:57,4,0,0
41587,1,2014-03-09 15:04:02,3,0,0
41588,1,2014-03-09 15:08:28,0,0,0
41589,1,2014-03-09 15:11:35,0,0,0
41590,101,2014-03-09 16:47:45,0,2,0
41591,13,2014-03-09 17:17:13,1,0,0
41592,1,2014-03-09 18:27:08,1,0,0
41593,85,2014-03-09 18:32:54,7,75,0
41594,6,2014-03-09 18:43:39,3,0,0
41595,101,2014-03-09 19:34:11,0,0,0
41596,31,2014-03-09 19:45:49,2,0,0
41597,101,2014-03-09 20:11:43,0,0,0
41598,1,2014-03-09 20:32:16,0,0,0
41599,101,2014-03-09 21:45:09,0,1,0
41600,138,2014-03-09 21:50:42,1,1,0
41601,1,2014-03-09 22:59:16,0,0,0
41602,1,2014-03-09 23:08:56,0,0,0
41603,1,2014-03-09 23:28:37,0,0,0
41604,1,2014-03-10 00:02:30,0,0,0
41605,1,2014-03-10 00:36:41,0,0,0
41606,14,2014-03-10 01:48:00,0,0,0
41607,15,2014-03-10 02:24:02,1,0,0
41608,1,2014-03-10 02:44:46,0,0,0
